,id,price_tnd,price_eur,location,city,governorate,Area,pieces,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
3832,f24b806a-b470-41bc-938a-f9ad63a2b531,420000.0,130200.0,Yasmine Hammamet,Hammamet,Nabeul,130.0,4.0,3.0,2.0,5-10 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3837,5ee2e675-07bc-4890-a754-e507cff5104b,364000.0,112840.0,Cité El Wafa,Nabeul,Nabeul,130.0,4.0,3.0,2.0,0,2.0,36.439144,10.684428,68.8565819832866,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
3838,b50d40c7-ae88-4ec7-b687-721620896542,360000.0,111600.0,Les Jardins d'El Menzah 2,Ariana Ville,Ariana,130.0,4.0,3.0,2.0,1-5 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3839,978c0bb2-1c0e-4efc-a01a-927026558a80,350000.0,108500.0,Megrine Coteau,Mégrine,Ben Arous,130.0,4.0,3.0,2.0,5-10 ,1.0,36.6938694,10.2622167,15.2468224381805,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3845,78f199fc-af7b-461a-9e26-8fb3637fef43,280990.0,87106.9,Djerba,Djerba,Djerba,130.0,4.0,3.0,1.0,0,2.0,33.8101651964076,10.9900289021485,339.618548582903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3846,9be61d61-1409-40a3-b58d-9311a8c4d4da,270000.0,83700.0,Nouvelle Medina,Nouvelle Medina,Ben Arous,130.0,4.0,3.0,2.0,10-20 ,1.0,36.78898,10.18348,1.93004994234137,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3847,80a1cac7-9398-4c65-b877-d5665e352f6f,265000.0,82150.0,Bab El Khadra,Tunis,tunis,130.0,4.0,3.0,2.0,1-5 ,1.0,36.81881,10.16596,2.19113226059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3848,cd32282b-70c0-49f2-8043-9dabd082317f,249400.0,77314.0,Djerba,Djerba,Djerba,130.0,4.0,3.0,2.0,0,2.0,33.8075978,10.8451467,336.063533301856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3850,07266c3c-856a-4345-babe-dd368117b936,235000.0,72850.0,Aouina,La Marsa,tunis,130.0,4.0,3.0,2.0,10-20 ,1.0,36.8533886,10.2504908,9.2292545045686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3851,277dd572-430e-4ef3-a484-9453c74ceb6c,230000.0,71300.0,Ezzahra,Ezzahra,Ben Arous,130.0,4.0,3.0,1.0,0,1.0,36.89147,10.16262,9.53373908202624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3853,305a7c7e-fb25-47a6-8194-cbd600fadb6b,220000.0,68200.0,Cité Ennasr 1,Ariana Ville,Ariana,130.0,4.0,3.0,1.0,10-20 ,1.0,36.1716478900918,10.0208984375,71.7557969981833,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3857,aca9b17e-de29-4b76-a020-cdb4e34af381,150000.0,46500.0,Tabarka Ville,Tabarka,Jendouba,130.0,4.0,3.0,1.0,0,2.0,36.952,8.7581,159.077297803572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3866,13541254-9930-4c49-be34-8e7365dfab2a,470000.0,145700.0,Sidi Bousaid,Carthage,tunis,129.0,4.0,3.0,2.0,"10,20",0.0,36.8566,10.3258,16.956028959712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3867,d6a53553-f24d-4c36-96b3-9392d6bd687e,315000.0,97650.0,La Soukra,La Soukra,Ariana,129.0,4.0,3.0,2.0,10-20 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3869,6faa6d75-20b7-43d4-87d2-453853566fdb,206400.0,63984.0,El Ouardia,El Ouardia,tunis,129.0,4.0,3.0,2.0,1-5 ,2.0,36.83561,10.21587,4.97542612901849,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3870,ad57fe7a-5a90-4bbf-bfb5-ca396cb62090,206000.0,63860.0,Borj Louzir,La Soukra,Ariana,129.0,4.0,3.0,2.0,0,2.0,36.883333,10.25,11.3450822580238,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3873,a27130f9-a39e-4ad4-8e6b-846e15efbc39,435000.0,134850.0,La Soukra,La Soukra,Ariana,128.0,4.0,3.0,2.0,5-10 ,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3874,a893e9d3-8636-4639-b573-5f574e7bfc68,380000.0,117800.0,Chotrana 1,La Soukra,Ariana,128.0,4.0,3.0,2.0,0,2.0,36.883333,10.25,11.3450822580238,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3875,bd3f009a-cf8a-4f24-8202-93237f0c628d,335000.0,103850.0,Riadh al Andalous,Ariana Ville,Ariana,128.0,4.0,3.0,2.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3876,bfe2856d-e89b-44d1-bea5-b973e5a403e1,310000.0,96100.0,Nabeul,Nabeul,Nabeul,128.0,4.0,3.0,2.0,1-5 ,2.0,36.45056,10.73505,72.8250683705131,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3878,5f3cd258-3e18-4eb8-982f-44248274aae9,288000.0,89280.0,Cité Bou Mhel,Boumhel Bassatine,Ben Arous,128.0,4.0,3.0,2.0,10-20 ,0.0,36.57724,10.34246,30.8152660477654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3879,66e9f964-5092-48ea-b132-819b083cf11b,270000.0,83700.0,Riadh al Andalous,Ariana Ville,Ariana,128.0,4.0,3.0,1.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3880,e58859ed-14bc-4fab-b81b-522998d00236,270000.0,83700.0,Ain Zaghouan Nord,La Marsa,tunis,128.0,4.0,3.0,1.0,20-30 ,0.0,36.876389,10.325278,17.7221901283016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3881,d0b2522d-b484-4d32-8e60-dadd82d641f6,260000.0,80600.0,Aouina,La Marsa,tunis,128.0,4.0,3.0,1.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3883,5be4189f-bbe3-4346-922b-8be90243c0cc,90000.0,27900.0,Le Kram,Le Kram,tunis,128.0,4.0,3.0,1.0,10-20 ,1.0,36.8325498,10.3124463,14.8369415778658,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3886,f7fd142a-d90b-4228-bffe-2f8bc3d6e0fd,290000.0,89900.0,La Soukra,La Soukra,Ariana,127.0,4.0,3.0,1.0,10-20 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3887,9c21dac6-810f-4378-9c60-4c701dc1ae71,230000.0,71300.0,Ben Arous,Ben Arous,Ben Arous,127.0,4.0,3.0,2.0,1-5 ,1.0,36.77228,10.22122,5.79063571012456,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3888,a06de93b-65c6-4886-a163-b2de230ac263,220000.0,68200.0,Ariana,Ariana Ville,Ariana,127.0,4.0,3.0,1.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3889,d867b06c-bd5b-4f87-8829-aa87044686f8,210000.0,65100.0,Borj Louzir,La Soukra,Ariana,127.0,4.0,2.0,2.0,10-20 ,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3890,af348cd8-bc68-407a-adb6-f6616636025d,185000.0,57350.0,El Mourouj 6,El Mourouj,Ben Arous,127.0,4.0,3.0,1.0,5-10 ,1.0,36.6938694,10.2622167,15.2468224381805,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3893,1b974e2b-3de1-4039-94db-dcb2925399dc,260000.0,80600.0,El Menzah 5,Ariana Ville,Ariana,126.0,4.0,3.0,1.0,1-5 ,1.0,36.8483853,10.1745278,4.64923631720915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3894,18156c5e-f6d8-490e-ac71-d5a029202235,260000.0,80600.0,El Menzah 5,Ariana Ville,Ariana,126.0,4.0,3.0,1.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3895,659bea53-9cbe-4ba9-a26f-b72f632ebf18,260000.0,80600.0,Sahloul,Sousse Jaouhara, Sousse,126.0,4.0,3.0,1.0,10-20 ,1.0,35.832439,10.622471,117.273190424209,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3897,2d311336-7720-4459-ae4e-9aa3e67a40e1,190000.0,58900.0,Borj Cedria,Hammam Chatt,Ben Arous,126.0,4.0,3.0,1.0,1-5 ,1.0,36.0683,9.97244,84.0946305610268,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3898,f42ae7c1-84f8-44c0-a846-d5d2b43b1b8c,430000.0,133300.0,Les Berges Du Lac 1,La Marsa,tunis,125.0,4.0,3.0,2.0,5-10 ,1.0,36.8355152,10.2241758,5.70971665057163,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
3899,e8dda239-85c6-43d6-acb3-c1b78c1a5872,395000.0,122450.0,El Menzah 9,El Menzah,tunis,125.0,4.0,2.0,2.0,0,2.0,36.845235,10.164723,4.6317218774898,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3900,421c40c0-2f76-473c-90a6-c3fd8e431b46,350000.0,108500.0,Ain Zaghouan Nord,La Marsa,tunis,125.0,4.0,3.0,2.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3902,9acd8c6d-46aa-4345-a08d-cff806c7d74b,299990.0,92996.9,Djerba,Djerba,Djerba,125.0,4.0,3.0,1.0,0,2.0,33.8098799339446,10.9914021931641,339.688350324986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3903,5a9888cd-0468-4f59-aeeb-4cba6c281a7f,293000.0,90830.0,Aouina,La Marsa,tunis,125.0,4.0,3.0,1.0,0,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3908,e9eab1f3-c3eb-40ee-a698-025afbb8c483,321000.0,99510.0,Riadh al Andalous,Ariana Ville,Ariana,124.0,4.0,3.0,2.0,0,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3910,7d641567-8b43-4dc2-87a8-36f357913ed5,230000.0,71300.0,Borj Louzir,La Soukra,Ariana,124.0,4.0,3.0,1.0,5-10 ,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3911,ebf735e0-934b-4134-bce7-95d8ae955c02,195000.0,60450.0,El Mourouj 6,El Mourouj,Ben Arous,124.0,4.0,3.0,2.0,5-10 ,1.0,36.6938694,10.2622167,15.2468224381805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3918,acd6a899-8440-4682-bef4-a5057b81485b,300000.0,93000.0,Hammamet Sud,Hammamet,Nabeul,122.0,4.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
3921,64a6d01c-9e18-456a-88e4-3cac63c8ce4c,980000.0,303800.0,Sidi Bousaid,Carthage,tunis,120.0,4.0,3.0,2.0,30-50 ,0.0,36.871576,10.3343581,18.4282515217891,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3922,b2f69c79-8451-4305-86e7-9a80c223fa4e,520000.0,161200.0,Cité El Khalil,La Marsa,tunis,120.0,4.0,3.0,2.0,5-10 ,1.0,36.8865498139477,10.3046786347656,16.2581719077444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3924,97b39cb7-6bfc-40e3-ba96-a4e851632c2f,470000.0,145700.0,El Menzah 9,El Menzah,tunis,120.0,4.0,3.0,1.0,10-20 ,1.0,36.845235,10.164723,4.6317218774898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3925,d505f06d-0c4f-4b37-95b7-c32ddc6dffdf,450000.0,139500.0,Hammamet,Hammamet,Nabeul,120.0,4.0,3.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3927,f7e31053-480f-40b0-ae1a-a99323a4acde,400000.0,124000.0,Chotrana 1,La Soukra,Ariana,120.0,4.0,3.0,2.0,5-10 ,2.0,36.8856156606053,10.2362456321717,10.5838345276188,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3928,fc79dbd9-2291-47aa-be91-639bd4bb9a80,400000.0,124000.0,Cité El Wafa,Nabeul,Nabeul,120.0,4.0,3.0,1.0,5-10 ,1.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3931,67883164-ceb9-4d6b-bd27-393eca287db1,345000.0,106950.0,Cité Ennasr 1,Ariana Ville,Ariana,120.0,4.0,3.0,2.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3932,240a272c-395b-44d1-b207-8001e3307d14,340000.0,105400.0,El Menzah 1,El Menzah,tunis,120.0,4.0,3.0,2.0,10-20 ,1.0,36.845235,10.164723,4.6317218774898,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
3935,35615293-7ff9-4b72-93bb-a21b0f36861c,320000.0,99200.0,Les Jardins d'El Menzah 1,Ariana Ville,Ariana,120.0,4.0,3.0,2.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
3942,791e5d5b-20b3-4ade-9e94-c83dba0cc963,235000.0,72850.0,Ain Zaghouan Sud,La Marsa,tunis,120.0,4.0,3.0,1.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3945,4595446b-7ea2-427b-a266-4ec8632aeec2,203000.0,62930.0,Gabès,Gabès Ville,Gabès,120.0,4.0,3.0,1.0,0,2.0,33.8842,10.0926,320.024004872965,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3946,6fc18f0a-49c8-4a2c-8c10-27e10b29498d,203000.0,62930.0,Gabès,Gabès Ville,Gabès,120.0,4.0,3.0,1.0,0,2.0,33.8842,10.0926,320.024004872965,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3949,05c20a7a-12e5-42f4-9cca-f1f2c5523db0,175000.0,54250.0,Borj Louzir,La Soukra,Ariana,120.0,4.0,3.0,2.0,5-10 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
3950,f2b0896e-22ab-4786-9428-5501afdec39f,158040.0,48992.4,Sidi Hassine,Sidi Hassine,tunis,120.0,4.0,3.0,1.0,0,2.0,36.81881,10.16596,2.19113226059161,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3951,fd8bae16-9913-4ad2-a782-a37c2013c1d4,150000.0,46500.0,Rades Medina,Rades,Ben Arous,120.0,4.0,3.0,1.0,1-5 ,1.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
3966,e0702395-b2a5-4f23-a6e6-4c7d4c4ad510,285000.0,88350.0,Cité El Wafa,Nabeul,Nabeul,119.0,4.0,2.0,2.0,1-5 ,1.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
3968,30bd28f8-745c-4cee-8ae8-1f6720979ac4,210000.0,65100.0,Nouvelle Medina,Nouvelle Medina,Ben Arous,119.0,4.0,3.0,1.0,5-10 ,1.0,36.78898,10.18348,1.93004994234137,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3969,dd591101-1263-4142-a5d3-71076540d9bf,184000.0,57040.0,Cité Bou Mhel,Boumhel Bassatine,Ben Arous,119.0,4.0,3.0,1.0,10-20 ,0.0,36.57724,10.34246,30.8152660477654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3970,451d7add-f61a-4c6c-8529-0a7333fc75ab,150000.0,46500.0,Bab El Khadra,Tunis,tunis,119.0,4.0,3.0,1.0,1-5 ,2.0,36.81881,10.16596,2.19113226059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3972,a6ad5353-3f45-4a03-9885-ea188d0b83c2,280000.0,86800.0,Cité Erriadh,La Marsa,tunis,118.0,4.0,3.0,2.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3973,dec9629e-4c18-4384-8c72-0270c439c92b,164000.0,50840.0,Meghira Centre,Fouchana,Ben Arous,118.0,4.0,3.0,2.0,0,2.0,36.70107,10.16982,11.6117432152908,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3977,3a6d0117-6d49-42ce-9eab-26e9a5c3c164,480000.0,148800.0,Les Berges Du Lac 2,La Marsa,tunis,117.0,4.0,2.0,2.0,0,2.0,36.8623859,10.2835035,12.8858498428236,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3981,74f70811-abd0-4f6c-b4ef-11abe285a2eb,240000.0,74400.0,Bou Mhel,Boumhel Bassatine,Ben Arous,117.0,4.0,3.0,2.0,5-10 ,1.0,36.682357,10.3217245,20.6793408152597,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3983,def1dfa1-1091-442c-bd62-b999715cff2f,260000.0,80600.0,Bhar Lazreg,La Marsa,tunis,116.0,4.0,3.0,1.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3987,c2434d79-e8be-4e0e-9f0c-51bbc87226fc,375000.0,116250.0,Hammamet Nord,Hammamet,Nabeul,115.0,4.0,3.0,1.0,1-5 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3989,4f2897f3-f275-47a8-bb81-be57f33f0964,322000.0,99820.0,Cité El Wafa,Nabeul,Nabeul,115.0,4.0,2.0,2.0,1-5 ,1.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
3990,6fc8b44b-1467-4a87-86d6-d974c5fba3db,290000.0,89900.0,Le Bardo,Le Bardo,tunis,115.0,4.0,2.0,1.0,10-20 ,1.0,36.8144703,10.1344725,5.30148623956287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3991,89328aa5-48c2-4850-bc36-1108fc724c7e,279000.0,86490.0,Ezzahra,Ezzahra,Ben Arous,115.0,4.0,3.0,2.0,5-10 ,2.0,36.89147,10.16262,9.53373908202624,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3992,472a1dbd-e4d7-4ee0-98ec-4638088e7e49,278000.0,86180.0,Cité Ennkhilet,Raoued,Ariana,115.0,4.0,3.0,2.0,0,2.0,36.8793282289745,10.1864765716805,7.98973024118805,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3995,2399446f-1fff-45b2-83f9-a27ea3e569d2,225000.0,69750.0,Ariana,Ariana Ville,Ariana,115.0,4.0,3.0,1.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4000,4e234f6e-98a6-4c89-83c2-1ea051361aef,350000.0,108500.0,Montfleury,Tunis,tunis,114.0,4.0,3.0,1.0,50-70 ,1.0,36.7868796,10.1703621,2.47891688701212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4003,d0fc4bee-405b-4afe-80a1-40b59e638966,600000.0,186000.0,Khaznadar,Le Bardo,tunis,113.0,4.0,3.0,1.0,1-5 ,1.0,36.83017,10.13736,5.54992694975533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4005,a5b76031-b2ac-4a50-a4ba-b3c7c16e0724,125000.0,38750.0,Monastir Ville,Monastir Ville,Monastir,113.0,4.0,3.0,2.0,10-20 ,0.0,35.7678,10.8225,134.077396594029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4006,20eae8eb-6c21-4ee5-99ad-53d50f93c77b,160000.0,49600.0,Nouvelle Medina,Nouvelle Medina,Ben Arous,112.0,4.0,3.0,1.0,5-10 ,1.0,36.7435347877045,10.2389308811911,9.39472157312407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4011,fb8196ef-1cc6-46d9-b2ef-e211a94afa8f,146187.0,45317.97,Sidi Hassine,Sidi Hassine,tunis,111.0,4.0,3.0,1.0,0,2.0,36.81881,10.16596,2.19113226059161,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
4017,0ba74f12-3dbc-4282-9943-4c7a848d16fa,275000.0,85250.0,Riadh al Andalous,Ariana Ville,Ariana,110.0,4.0,3.0,2.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4020,27d01e35-2497-4889-a2ff-7cbb91efa7e2,250000.0,77500.0,Bellevue,El Ouardia,tunis,110.0,4.0,4.0,2.0,10-20 ,1.0,36.83561,10.21587,4.97542612901849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4022,eb21a6e2-eea9-452c-a511-60c9b7fbb80e,214990.0,66646.9,Djerba,Djerba,Djerba,110.0,4.0,3.0,1.0,0,2.0,33.812253966351,10.9869809225868,339.310366731614,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4025,f1e416c1-5d70-4a06-9d08-c79c9f65fbe9,180000.0,55800.0,El Menzah 7,Ariana Ville,Ariana,110.0,4.0,3.0,1.0,30-50 ,0.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4027,cea93a51-8623-4a89-a744-8fce8b8b7b0d,170000.0,52700.0,Cité Essalem,Boumhel Bassatine,Ben Arous,110.0,4.0,3.0,2.0,1-5 ,1.0,36.57724,10.34246,30.8152660477654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4037,a0333dbf-9ffc-4608-bd5b-7b5b90e016df,306000.0,94860.0,Cité El Wafa,Nabeul,Nabeul,109.0,4.0,2.0,2.0,0,2.0,36.45056,10.73505,72.8250683705131,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
4038,420de52e-83ca-4b87-bee3-7c422cbeaf63,200000.0,62000.0,Borj Louzir,La Soukra,Ariana,109.0,4.0,3.0,1.0,10-20 ,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4039,102d06a5-6652-4234-a7b0-0a603fc35f7e,360000.0,111600.0,Cité El Wafa,Nabeul,Nabeul,108.0,4.0,2.0,2.0,0,2.0,36.439144,10.684428,68.8565819832866,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
4040,d724dc07-1f7d-4554-8058-70c93bf580ec,360000.0,111600.0,Aouina,La Marsa,tunis,108.0,4.0,3.0,2.0,1-5 ,2.0,36.876389,10.325278,17.7221901283016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
4044,da849226-0aa6-47c7-8e7d-a2c7eb7cd0ff,195000.0,60450.0,Cité Ennkhilet,Raoued,Ariana,107.0,4.0,3.0,1.0,1-5 ,1.0,36.89316,10.195541,9.61185093716481,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
4048,67d39d81-a328-42c2-890b-550f2610b202,315000.0,97650.0,Les Jardins d'El Menzah 1,Ariana Ville,Ariana,106.0,4.0,3.0,2.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
4054,37975840-e054-4557-aa24-6d5fb932012b,250000.0,77500.0,Cité El Wafa,Nabeul,Nabeul,105.0,4.0,2.0,1.0,5-10 ,1.0,36.439144,10.684428,68.8565819832866,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4055,9d827608-6d11-4288-9401-981f43c644a0,240000.0,74400.0,El Menzah 1,El Menzah,tunis,105.0,4.0,3.0,1.0,10-20 ,1.0,36.8404074,10.173887,3.80633013736783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4057,9a894524-9b4b-4107-bdbc-671f07322561,138000.0,42780.0,El Mourouj 1,El Mourouj,Ben Arous,105.0,4.0,3.0,1.0,20-30 ,1.0,36.713434,10.209552,10.6519988767836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4062,9b56028a-02d6-4473-80e6-6d2f5686f470,195000.0,60450.0,La Pecherie,Bizerte Sud,Bizerte,103.0,4.0,3.0,2.0,1-5 ,2.0,37.243269,9.646734,76.3193735563293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
